gene_id	gene_name	L1_P25558_101_S30	L1_P25558_102_S31	L1_P25558_103_S32	L1_P25558_104_S33	L1_P25558_106_S35	L2_P24120_101	L2_P24120_102	L2_P24120_104	L2_P24120_105	L2_P24120_106	L3_P24120_103_S130	L3_P24120_103_S51
gene-PLBD1	PLBD1	1199.64	1010.004	976	1628	409	699.989	1743.626	1717.856	1455.51	0	499.972	1370.681
gene-PLBD2	PLBD2	1024.561	15518.005	3465	6121.342	1177	21533.244	24017.026	7807.941	26387.939	0	667	1889
gene-PLCB1	PLCB1	687	372	4495	1213.09	806	461.066	5019.554	695.004	832.196	0	470	1137
gene-PLCB2	PLCB2	94.001	71	67	258	135	65	309	178	276	0	24	72
gene-PLCB3	PLCB3	73748.182	1779	3323.154	1758.499	47880.578	2390.567	9690.848	139592.159	2685.877	1	23848.141	63829.867
gene-PLCB4	PLCB4	2906.082	1753.026	1291	2885.053	3286.08	2901.945	2468.395	4477.601	2384.782	0	2007.051	5452.645
gene-PLCD1	PLCD1	495.612	180	207	133	219	298	793	920	203	0	148	369
gene-PLCD3	PLCD3	17797.95	747	1102	222	7369	820	3530.794	16061.427	411.194	0	2884	7609.142
gene-PLCD4	PLCD4	156	393	462	5391.017	131	299	805.026	193	6286.985	0	119.008	373
gene-PLCE1	PLCE1	285	244	1971.091	344	1418	382	3926.011	1972.696	343	1	1122	3111.003
gene-PLCG1	PLCG1	1691	6188.032	3254	3488.914	1603	9073.117	10675.471	5882.791	6143.908	0	1271.016	3476.609
gene-PLCG2	PLCG2	21421.875	802.001	1214	807.001	14659.724	1046.804	2790.368	17363.638	534.005	0	5456.153	14989.917
gene-PLCH1	PLCH1	538	23	287	6	1499	30	544	2809.827	9	0	1132.001	3023.987
gene-PLCH2	PLCH2	0	4	8	0	9	5	52.981	39	1	0	1	4
gene-PLCL1	PLCL1	447	1931.196	10885.466	1454.006	344	1321.007	13831.263	240	1823.308	0	123	300
gene-PLCL2	PLCL2	2229.61	14148.067	1458.001	6240.303	1459.009	8865.881	1396.165	1347.346	3509.322	0	683	1938.001
gene-PLCXD2	PLCXD2	41	300	124	94	318	55	131	62	66	0	81	231.991
gene-PLCXD3	PLCXD3	88.001	4	110.007	0	41	1	101	124	1	0	42	133
gene-PLCZ1	PLCZ1	0	0	0	0	4	0	0	0	0	0	0	0
gene-PLD1	PLD1	7648.427	2131.021	2564.932	1977.053	8720	858	1650.251	17107.839	814.001	0	11031.175	30130.223
gene-PLD2	PLD2	260	664	390	722	150	1395	1297.774	567	1530.68	0	90	282
gene-PLD3	PLD3	6493.643	9519.481	5435.492	1585.757	2212.647	12976.851	25908.62	8407.957	4088.588	0	894.368	2568.685
gene-PLD4	PLD4	154	42	102	60	203	36	287	480	84	0	102	247
gene-PLD5	PLD5	4	0	1	0	31	0	5	37	4	0	11	33
gene-PLEK	PLEK	15	177	57	233	162	78	62.007	64	185	0	41	143
gene-PLEK2	PLEK2	4150.536	1160	906.005	173	2900	1098.023	1546	6239.312	110	0	1819.953	5102.005
gene-PLEKHA1	PLEKHA1	783	2235.128	1791.001	1030.329	1639	1142.002	3224.239	3330.739	1226.001	0	969.884	2542.884
gene-PLEKHA2	PLEKHA2	3387.023	2407.353	4036.99	3520.119	1840	2437	6077.177	3137.047	2046.341	0	1414.291	3905.852
gene-PLEKHA3	PLEKHA3	1375.125	1628.608	2094.84	1132.918	444.115	1602.063	3787.083	2326.515	931.162	0	678.455	1710.338
gene-PLEKHA4	PLEKHA4	119	247	82	299	78	347	324.018	59	646.004	0	6	23
gene-PLEKHA5	PLEKHA5	3649.057	173	2928.991	417	3273	208	3137.442	4999.224	271.145	0	2301.053	6081.861
gene-PLEKHA6	PLEKHA6	8210.356	7	6331.999	5	7667	26	25077.198	22625.748	13	0	2949.366	7908.369
gene-PLEKHA7	PLEKHA7	4515.055	40	3888	131	5346.107	61	11204.577	14120.44	313.001	0	2383	6457.011
gene-PLEKHA8	PLEKHA8	4153.255	1653.001	979.132	530.076	2549	868.959	1471.037	4753.725	275.014	0	2049.474	5714.603
gene-PLEKHB1	PLEKHB1	1250	736.9	4906.795	238	347	1298.006	23858.605	1327.165	496.008	0	246	615
gene-PLEKHD1	PLEKHD1	650	891	2163.965	137	808	521	5486.076	890	150	0	358	903.05
gene-PLEKHF2	PLEKHF2	6569.571	6531.485	7284.081	3012.303	3347	5721	9503.364	7553.967	2536.558	0	3459	9056.605
gene-PLEKHG1	PLEKHG1	554	665	3219.978	2091	815	737	5551.976	863.458	1388.001	0	489	1185.001
gene-PLEKHG2	PLEKHG2	432	125	237.999	124	378	363	1657.028	966.053	467.351	0	168	429.999
gene-PLEKHG3	PLEKHG3	101	515.067	2521	472.001	734	737.999	7084.345	2223.401	602.999	0	480	1293
gene-PLEKHG4	PLEKHG4	19	106.793	51	4	9	165.927	200	35.971	12	0	3	10
gene-PLEKHG4B	PLEKHG4B	1	27	314	6	24	52	1075	18	17	0	5	12
gene-PLEKHG5	PLEKHG5	217	319.993	322.377	363.268	328.84	515.819	1310.481	860.27	653.829	0	136	398.854
gene-PLEKHG6	PLEKHG6	25425.423	4.043	203.34	19.346	14380.405	32.934	899.451	26074.018	33.562	0	5164.111	14116.023
gene-PLEKHG7	PLEKHG7	33	32	47	36	52	4	48	51	22	0	42	129
gene-PLEKHH1	PLEKHH1	485	173	1116	417.953	558	136	3880.456	1326.811	909.011	0	335	939.293
gene-PLEKHH2	PLEKHH2	35	354	1598.002	377.002	266	378.816	1658.067	221.006	142	0	184	405
gene-PLEKHH3	PLEKHH3	1056	885	468	608.212	366	1060	1843.824	1865.385	971.007	0	263	789
gene-PLEKHJ1	PLEKHJ1	7401.755	780	1368	606.972	1187	1340.001	4396.933	5956.761	892.244	0	1042.673	2962.519
gene-PLEKHM1	PLEKHM1	4045.951	7888.962	3081	1322	3178	7082.143	12370.049	5119.348	2631.342	0	927	2601.052
gene-PLEKHM2	PLEKHM2	643.647	17163.278	2553.583	7316.696	1460.041	10932.654	7194.073	3995.879	9833.634	0	727.246	1955.696
gene-PLEKHM3	PLEKHM3	75	658	597	763.001	554.001	335	614	335.999	531	0	274	715.004
gene-PLEKHN1	PLEKHN1	175	13	12	34	22	32	125	149	13	0	9	24
gene-PLEKHO1	PLEKHO1	3728.374	802.001	472	1389	1009	1166	1622	1806.209	2031.849	0	296.142	759
gene-PLEKHO2	PLEKHO2	306.013	428	343	526.004	402	802	1003.178	981.127	694	0	185	485
gene-PLEKHS1	PLEKHS1	14589.112	2	1	3	6565	0	5	7918.593	3	0	2120.262	5884.158
gene-PLET1	PLET1	13	0	265	0	0	3	1876.566	2	0	0	1	1
gene-PLG	PLG	0	1	119	1	0	0	45	16	0	0	18	53
gene-PLGRKT	PLGRKT	154	8	8	83	28	7	67	83	108.003	0	26	57
gene-PLIN2	PLIN2	18113.269	96141.091	10453.018	11218.697	4826	57844.317	12512.128	18399.322	12920.209	0	5706.776	15613.454
gene-PLIN3	PLIN3	4379.755	3716	1163	2538.073	2527	3883.999	3831.172	6426.241	5270.719	0	971	2648
gene-PLIN4	PLIN4	112	109125.802	1097.999	19409.021	1033	32304.041	1552.038	1309.001	22344.243	0	566	1752.999
gene-PLIN5	PLIN5	143	55575.173	559	17853.28	53	70317.819	2176.006	71	28595.328	0	21	62
gene-PLK1	PLK1	2170.335	297	117	87	1013	845	622	2998.128	251	0	342	891
gene-PLK2	PLK2	485.024	449	1307	157	210	524	2915.083	778	196.015	0	182	409
gene-PLK3	PLK3	224	39	206	110	106	86	727	492.302	149	0	96	207
gene-PLK4	PLK4	1193.029	221	231	195	859	208	252	1965.428	127	0	928.162	2469.113
gene-PLK5	PLK5	30	1	12	0	3	11	46	37	0	0	4	9
gene-PLLP	PLLP	3164.944	42	1814	4	3428	83	4944.615	6840.147	18	0	1318	3574
gene-PLN	PLN	4123.061	2176	512	1397.359	1342	1292	679	2577.225	788.025	0	901.002	2351
gene-PLOD1	PLOD1	1200	1400	2219.984	1208	876	1931	6644.464	1638.001	2386.078	0	220	596
gene-PLOD2	PLOD2	779	487	926.517	1006.144	449	378.007	1051.455	552.005	592.639	0	324.065	797.172
gene-PLOD3	PLOD3	9197.505	1087	3227.776	1072.022	3063	1781.577	9307.613	15902.651	1562.647	0	2874.188	7722.414
gene-PLP1	PLP1	264	73	8	54	89	74	33	94	55	0	39	82
gene-PLP2	PLP2	17796.224	1707.875	1392	1235.602	2763	3694.409	4542.134	18505.722	1597.29	0	3225.359	8942.058
gene-PLPP1	PLPP1	21710.729	7079.387	5122	2977	5115.252	7209.723	13785.819	17474.678	3485.949	0	3360	8887.019
gene-PLPP2	PLPP2	23310.636	140	1768	64	6780.999	271	4817.971	23795.941	82	0	4960.99	13148.002
gene-PLPP3	PLPP3	13925.616	12747.132	13438.776	16510.139	5875	17737.883	28871.14	15041.435	18279.558	0	4399.021	11827.962
gene-PLPP4	PLPP4	22	2	9	4	6	0	32	25	12	0	8	12
gene-PLPP5	PLPP5	92	96.004	143	88	184	69	297	350	77	0	205	578
gene-PLPP6	PLPP6	5669.228	269	2646.536	199	1549	265	3917.162	7367.65	198	0	2653	6559.466
gene-PLPP7	PLPP7	63	4776	38	1308	45	4020	193	49	1539	0	8	26
gene-PLPPR1	PLPPR1	15	0	52	0	4	4	77	0	2	0	0	0
gene-PLPPR2	PLPPR2	97	6	27	7	19	5	217.05	121	19	0	7	24
gene-PLPPR3	PLPPR3	310	907	181	138	151	1673.414	643	524.001	278.516	0	63	206
gene-PLPPR4	PLPPR4	37	9	1463.661	28	48	0	2296.461	81	24	0	30	68
gene-PLPPR5	PLPPR5	13	0	0	1	2	0	0	0	0	0	1	0
gene-PLRG1	PLRG1	1728.469	1441	2203	1835.145	606	976.007	3074.044	3238.974	1387.753	0	1107	2875.012
gene-PLS1	PLS1	55065.91	56	7384.98	77	50557.976	20	4100.246	75721.95	50	0	45908.842	122639.682
gene-PLS3	PLS3	1366.364	3380.103	10985.328	3001.289	738	3824.086	16796.566	985.929	2332.029	0	446	1118.041
gene-PLSCR1	PLSCR1	16647.754	2355.303	1677.983	2693.101	3508.67	2188.136	2698.978	13685.429	2529.582	0	3561.873	9807.216
gene-PLSCR3	PLSCR3	651	297	206	304	195	585	1151.107	848.09	602	0	93	270
gene-PLSCR4	PLSCR4	247	638.1	292	2944.638	255	326	295	206.057	2430.49	0	119	281
gene-PLSCR5	PLSCR5	0	0	0	0	0	0	0	0	0	0	0	0
gene-PLTP	PLTP	921	984.061	175	694	433.114	2264.118	810.043	414.072	2171.937	0	37	115
gene-PLVAP	PLVAP	2957.994	109	2010.005	346	1599	366	15191.708	4435.244	1184.161	0	282	706
gene-PLXDC1	PLXDC1	406	347	14	641	191	870	55	205	1205	0	33	76
gene-PLXDC2	PLXDC2	6	996	9328.694	1949	415	694.95	6965.229	86	248	0	122	360
gene-PLXNA1	PLXNA1	3046.001	1090	1392	1079	5562	740	3797.534	6326.955	1393.015	0	1602	4406.28
gene-PLXNA2	PLXNA2	1585.002	723	583.999	360	3950.974	1827	2542.908	4082.351	1188.071	0	954	2743.356
gene-PLXNA3	PLXNA3	38	14	132	18	210	31	676	435.324	50	0	66	167
gene-PLXNA4	PLXNA4	51	206.999	138	177	779	129	216.004	336.827	95	0	164	428
gene-PLXNB1	PLXNB1	214	165	627	26	368	127	2836.624	1473.004	71	0	206	663
gene-PLXNB2	PLXNB2	4460.823	535	4979	610	9037	304	12534.708	12229.203	885.904	0	2596	6806
gene-PLXNB3	PLXNB3	5177.212	79	304	80	3812	181	1596.581	13331.164	173	0	2119	5631.112
gene-PLXNC1	PLXNC1	94.67	433	237	454	482	234	225.064	400.674	150.002	0	313	836.051
gene-PLXND1	PLXND1	821	2116	2100.075	1795	960	5741.061	10153.509	1800.453	4299.393	0	280	771
gene-PM20D1	PM20D1	13102.696	1553	2377	1447	4511	1722.38	5141.476	4522.118	2905.295	0	1112	3151.701
gene-PM20D2	PM20D2	5	8871.364	131	2322.669	35	1530.274	125.047	100	2064.208	0	56	127
gene-PMAIP1	PMAIP1	1853.184	42	76	49	1424	12	60.001	101	33	0	81	216
gene-PMCH	PMCH	0	0	1	0	20	2	2	14	0	0	8	30
gene-PMEL	PMEL	66	86	152	81	43	176	365.213	153	98	0	48	114
gene-PMEPA1	PMEPA1	1483.003	87.001	450	39	481	141	1165	702.001	71	0	111	267
gene-PMF1	PMF1	3788.84	607.16	578	794	712	1005.132	2268.324	2465.308	1142.551	0	420.002	1052
gene-PMFBP1	PMFBP1	0	0	4	0	0	1	21	4	1	0	1	5
gene-PML	PML	1007	742	797.35	457.002	1175	671	2335.998	1782.05	769.999	0	460.001	1166.999
gene-PMM1	PMM1	2760.574	1582.911	1165	1255.022	627	2586	4004.05	1356.577	2165.137	0	230	655
gene-PMM2	PMM2	10797.717	1924	2281	845	4140	1976	5770.078	13168.943	1050.529	0	3073.792	8305.716
gene-PMP22	PMP22	214689.135	1287.034	730	3100.01	47241	2267.922	1869	102625.729	3189.785	1	24366.428	65621.361
gene-PMPCA	PMPCA	1445.012	6277.037	2051	3108.809	1054	6118.136	7164.491	5107.511	6594.799	0	887	2374.977
gene-PMPCB	PMPCB	17734.026	14687.946	12501.97	25140.226	3877.001	12877.746	22152.066	21977.377	22334.413	0	5982.039	16371.188
gene-PMS1	PMS1	615	6273.994	2441	4062.881	530	4175.792	2997.7	2578.321	3130.885	0	1100.087	2711.605
gene-PMS2	PMS2	2075	1932	1794.835	1393.137	987	1337.001	3344.243	2882.916	1274.079	0	945	2515
gene-PMVK	PMVK	152	87	170	39	68	159	869	1094	131	0	145	385.001
gene-PNCK	PNCK	280	240	201	21	45	426	749.986	36	14	0	9	10
gene-PNISR	PNISR	8464.187	10075.164	7649.564	8324.364	4159	9285.168	11122.78	6125.784	8503.871	0	2606.665	6701.992
gene-PNKD	PNKD	3575.011	1100	929	1356	547	3274.32	5826.505	4754.924	3869.5	0	421.595	1061.038
gene-PNKP	PNKP	4700.765	2464	1570	1490.001	2544	2579.738	5190.305	8988.772	2254.286	0	1506	4179.563
gene-PNLDC1	PNLDC1	17	21	15	5	7	50	76	71.027	37.128	0	0	12
gene-PNLIP	PNLIP	148968.196	12.008	2636.64	3.001	68567.178	9.002	934.324	3626.131	22	0	4214.311	11171.316
gene-PNLIPRP1	PNLIPRP1	90424.96	0	1376	6	54830.999	0	669	2311.295	6	0	2161.979	5698.058
gene-PNLIPRP3	PNLIPRP3	3	0	0	6	1	0	2	30	5	0	11	37
gene-PNMA1	PNMA1	741	146	784	111	379	210	2327.213	1662.093	138	0	320	934.185
gene-PNMA2	PNMA2	79	162	491	212	217	221	813.14	200	236	0	75	248
gene-PNMAL1	PNMAL1	413	82	567	194	246	125	1250.113	406	160.001	0	104	351
gene-PNMAL2	PNMAL2	0	0	7	2	14	0	19	7	6	0	0	0
gene-PNMT	PNMT	80	58	2	34	27	99.85	7	12	65	0	1	2
gene-PNN	PNN	7421.129	1672.197	1812.081	1158	1918	3141.254	7236.686	7720.856	2997.751	0	1303	3758.06
gene-PNO1	PNO1	1420.471	2490.192	1960.487	1321.652	477	2073.647	2618.703	2949.548	1287.116	0	972.96	2512.67
gene-PNOC	PNOC	19	0	9	0	9	0	77	29	0	0	2	5
gene-PNP	PNP	11925.231	144	2854.939	81	3584	164	4400.64	31338.316	71	0	8216.017	22881.104
gene-PNPLA1	PNPLA1	94	0	58	0	165	0	376	306	0	0	38	112
gene-PNPLA2	PNPLA2	8079.728	164958.269	7535.981	39895.275	5411	205665.486	41067.035	26238.85	128125.521	5	2570	6697.602
gene-PNPLA4	PNPLA4	66.912	13.58	23.304	28.625	36.282	30.087	179.9	80.439	73.793	0	6.589	27.855
gene-PNPLA5	PNPLA5	0	0	5	0	0	0	17	1	0	0	0	0
gene-PNPLA6	PNPLA6	11950.47	3061	5905.174	846.198	8626.469	3447.077	22675.949	25787.662	1856.032	0	3877.796	10122.515
gene-PNPLA7	PNPLA7	356	3403	767	1513.207	416	2716.979	2237.345	2062.317	3064.225	0	350	830
gene-PNPLA8	PNPLA8	4861.137	156620.465	18472.87	45839.419	3462.999	84769.943	14749.998	8992.659	39926.739	0	4253.121	11513.923
gene-PNPO	PNPO	7350.656	1011.131	1582	285	1629	1852	5858.439	10610.06	515.973	0	1685	4976.006
gene-PNPT1	PNPT1	1174.018	2225.995	2254.012	4256.053	635	1433.562	2298.914	2208.784	3168.748	0	880	2415.327
gene-PNRC1	PNRC1	13608.183	26201.776	3252.427	8796.608	4931	25710.61	4515.206	6026.91	14392.348	0	1972	5227.026
gene-PNRC2	PNRC2	11994.986	6728.205	7698.534	3591	4276	5750.609	11201.55	9894.013	2853.389	0	3745.032	9867.253
gene-POC1A	POC1A	2679.773	266	220	191	1249	291	881.068	3123.686	268.006	0	494	1198.252
gene-POC1B	POC1B	2412.936	849.005	1465.938	635.497	1086.183	620	1728.193	3472.833	588.007	0	1489.804	4038.548
gene-POC5	POC5	457.379	452.001	529	257	211	333	944.642	932.345	283.889	0	282	807
gene-PODN	PODN	1641	374	167	667.003	700	1253.049	965.977	616.297	1522.954	0	101	257
gene-PODXL	PODXL	1843	3278	11783	1757	914	11637.991	60306.056	1267.144	4002.034	0	236	644.001
gene-PODXL2	PODXL2	169	152	220	17	58	226	779.017	364.002	35	0	51	158
gene-POF1B	POF1B	13769.726	4	269	7	9888.947	1	248	12042.862	0	0	8203.954	21818.667
gene-POFUT1	POFUT1	1567.996	904.011	3348.996	918	1464.752	1487	9582.149	7821.798	1353.603	0	1656.931	4617.963
gene-POFUT2	POFUT2	606	876	1222	417	366	1133.176	3837.377	1742.972	503.022	0	310	821
gene-POGK	POGK	2428	505.001	1180.999	328	1165.999	675	4807.075	2582.449	637	0	380	1047.999
gene-POGLUT1	POGLUT1	909.022	451	1296	377	311	557	1963.454	1643.314	292	0	685	1776.09
gene-POGZ	POGZ	575	901.011	1054	411.999	611	1132.562	3853.025	1916.952	877.001	0	376	1135
gene-POLA1	POLA1	140	965	1671	1311.365	1618	206.001	609	667.68	464.005	0	1185.006	3321.372
gene-POLA2	POLA2	468	97	166.002	168	244	168	590	853.593	268.888	0	174	495
gene-POLB	POLB	2883.266	4266.71	1764	2636.018	521	6389.526	3917.837	3684.725	2909.524	0	726	2083
gene-POLD1	POLD1	250	404	202	169	492	433	900.577	1883.446	224	0	287	789
gene-POLD2	POLD2	1767.143	655	1965	291.001	642	966.001	6696.461	4079.034	498.001	0	632	1587.003
gene-POLD3	POLD3	1074.046	752	933	437	651	722.002	2227.56	1705.389	531.118	0	588.998	1658.563
gene-POLD4	POLD4	13212.181	6289.011	1290	4033.559	2156	8967.248	3305.617	6959.646	5429.109	0	1278.544	3465
gene-POLDIP2	POLDIP2	7909.963	16373.657	4724.323	10212.506	1306	29263.023	16068.27	9526.759	18010.898	0	1613.555	4720.572
gene-POLDIP3	POLDIP3	11328.558	4719.917	6967	2316	4029	5885.491	18866.211	14851.668	3333.808	0	3569	9402.737
gene-POLE	POLE	619	61	228	111	1525	54	786	2601.994	162	0	554.013	1478.013
gene-POLE2	POLE2	902.491	124	111	206	256	130	208	797.044	143	0	280	731
gene-POLE3	POLE3	6524.21	1494	3366	1012	914	2833.005	11007.284	8114.411	1383.09	0	1214	3470
gene-POLE4	POLE4	2782.061	1952.876	1863.935	1269.984	478	2967.356	4565.523	2217.895	1542.346	0	546.272	1419.802
gene-POLG	POLG	1974	3776.988	1489.972	2227.983	1469.884	3148.312	4090.02	5001.279	3529.688	0	908	2485.007
gene-POLG2	POLG2	2693.547	844.972	767	1009.719	966.199	618	952.42	1822.275	953.632	0	621	1512
gene-POLH	POLH	210.006	740	706	410	509	629	1213.402	874.383	505	1	401	1037
gene-POLI	POLI	30	434	521	180	76	167	496	159	149	0	94	238
gene-POLK	POLK	147	2937.001	1808.427	1645.004	454	1121.263	975.485	392.004	857.634	0	613	1512.003
gene-POLL	POLL	1615	1635	975.087	593	947	1631	3786.726	2517.916	1287.682	0	407.001	1110
gene-POLM	POLM	357.003	141	116	150	174	265	509	500.75	247	0	86	301
gene-POLN	POLN	24	50	89	12	43	80.033	181.573	81	20	0	33	73
gene-POLQ	POLQ	243	327	41	552.044	528	72	33	666.065	387	0	567.063	1497
gene-POLR1A	POLR1A	402	6741	2677.499	1658	934	3650.011	4421.164	2186.971	2244.99	0	698	1758
gene-POLR1B	POLR1B	355	2161.097	1083	674.054	496	1084	1874.425	1555.475	726.647	0	603.087	1645.015
gene-POLR1C	POLR1C	334	228	375	199	159	286	922	660.178	348	0	162	460
gene-POLR1D	POLR1D	3968.555	2695.745	1007.089	1132.843	521.395	3986.517	2009.227	4018.294	1139.49	0	885.432	2376.317
gene-POLR1E	POLR1E	510	345	596	320	209	410.001	1361.092	1152.738	442.043	0	313.006	768.835
gene-POLR2A	POLR2A	10216.317	9211.014	7353.993	1735	11291	13718.078	48493.876	23609.104	6399.623	0	3726.747	10267.367
gene-POLR2B	POLR2B	3428.565	16328.636	7362.461	10311.615	2084.767	8311.855	7544.459	5878.517	6975.235	0	3194.906	8151.628
gene-POLR2C	POLR2C	4577.441	10120.97	4917.83	2833.256	1269.99	19114.768	27973.822	12893.501	8360.85	0	1570.802	4245.842
gene-POLR2D	POLR2D	2290.208	1073	556.01	901	361	1993.01	1258.932	1955.599	1198.06	0	385	1211
gene-POLR2E	POLR2E	18302.21	3381.841	5054.421	1650.177	3304.641	5607.882	15567.889	18264.363	2890.312	0	2900.521	8015.79
gene-POLR2F	POLR2F	2331.138	2487.299	1483.979	1317	444	3273	3437.779	3433.303	1344.457	0	755	2042
gene-POLR2G	POLR2G	2136	977	1091	783	377	1484	2924.242	2676.013	924	0	614	1697
gene-POLR2H	POLR2H	3688.089	580	534.998	321.001	558	868	1591.039	4283.921	465.149	0	727.001	1958.995
gene-POLR2I	POLR2I	2866.761	778	816	862	380	940.552	2187.65	1999.714	1160.022	0	468	1114
gene-POLR2J	POLR2J	3398.638	2892	1744.605	1943.234	458	5037.178	5147.959	4983.82	2508.254	0	840.028	2349
gene-POLR2K	POLR2K	701.249	1747.992	983.894	900.858	123.688	2044.982	1663.424	988.438	730.071	0	300.886	851.675
gene-POLR2L	POLR2L	138	353	146	179	45	416	795	448	528	0	28	76
gene-POLR2M	POLR2M	3605.449	6408.875	2786	3525.187	846	6958.431	6046.495	3933.722	4327.974	0	1052	2942.226
gene-POLR3A	POLR3A	683.249	2003.2	2134.696	1123.002	1153	1143.031	3183.336	2500.975	1177.196	0	1126	3070.277
gene-POLR3B	POLR3B	1013.033	2024.017	2004	1952.114	682.963	993	2351.041	1454.04	1436.512	0	650.997	1802
gene-POLR3C	POLR3C	669.543	2108.933	1699.095	356.999	398	2273.163	4595.673	3601.583	482	0	834	2232
gene-POLR3D	POLR3D	1945.485	6014.041	2368	6614.91	791.996	7734.444	5574.642	5265.89	9026.639	0	1070.177	2907.47
gene-POLR3E	POLR3E	1880.496	5996.095	2765	2205.514	1331	4903.27	7452.15	5911.569	2934.051	0	1267	3453.032
gene-POLR3F	POLR3F	86	298.363	472.83	340.619	76.367	212.83	501.616	274.609	240.507	0	153.475	334.923
gene-POLR3G	POLR3G	31	33.021	118	28	75	19	126	279	16	0	181	546
gene-POLR3GL	POLR3GL	133	129	150	102	50	267	518	335	104	0	63	133
gene-POLR3H	POLR3H	4250.38	1954	1728	440	877	2698	5563.496	3291.812	724.042	0	511.151	1432.181
gene-POLR3K	POLR3K	592	448	549	546	189	588	1314.654	1111.784	658	0	234	604
gene-POLRMT	POLRMT	2687.135	8382.023	2425	4053.67	1677	7550.073	9105.67	8584.741	8664.431	0	1286	3417.026
gene-POM121L2	POM121L2	0	0	0	0	0	0	4	0	1	0	1	3
gene-POMGNT1	POMGNT1	3878.363	11908.965	10427.663	14407.623	2002	12243.288	26846.629	10222.902	19212.773	4	2241.651	6220.497
gene-POMGNT2	POMGNT2	724	1513	474	362	267	1793	2066	873	909.428	0	121	273
gene-POMK	POMK	89	584.005	381	151	147	233	622.004	610.002	108.001	0	312	788
gene-POMP	POMP	7265.048	4257.218	2048.68	5129.901	771.973	5218.535	3732.717	4971.168	4763.9	0	1269.496	3082.9
gene-POMT1	POMT1	612.03	566	895	467	526	462	3059.523	2062.301	888.11	0	310	815
gene-POMT2	POMT2	873.423	1361	1455	971.059	534	1752.018	4733.814	1702.126	1382.154	0	419.014	1125
gene-PON1	PON1	11	1	4092	1	17	0	5232.236	17	1	0	10	23
gene-PON2	PON2	4646.914	859.827	1348	830	973	1149.132	2436.986	1912.857	683.46	0	522	1488.23
gene-PON3	PON3	5237.04	1	19503.603	1	1771	1	31333.36	15789.945	0	0	3846.313	10531.367
gene-POP1	POP1	161	161	85	212	150	90	176	148	152	0	47	154
gene-POP4	POP4	91	123	86	33	46	149	267.007	410.996	26	0	67	216
gene-POP5	POP5	584	446.041	738	733	273	580	1765.049	2076.323	993.203	0	476	1213.327
gene-POP7	POP7	2843.829	748.206	619.727	585.254	721.72	752.041	1650.666	2354.907	575.484	0	525.445	1324.094
gene-POPDC2	POPDC2	1598.738	6689.027	70.001	10746.082	596.007	5950.444	221	454.008	15868.299	0	142	393
gene-POPDC3	POPDC3	62	16406.773	0	7714.97	20	18284.094	6	37	8872.696	0	3	22
gene-POR	POR	70642.068	22498.294	16134.399	4997.431	23083.347	19004.217	34510.496	35092.121	7622.93	0	7100.243	19576.671
gene-PORCN	PORCN	207	33	161	45	65	84	599.001	135.003	95.002	0	11	39
gene-POSTN	POSTN	4719.212	0	0	361	2226	0	0	1376.56	261.365	0	607	1599
gene-POT1	POT1	522.001	916.001	1364	596.037	297	531	1466.509	1639.746	352	0	883.97	2224.001
gene-POU1F1	POU1F1	0	1	2	0	0	0	2	0	0	0	3	4
gene-POU2AF1	POU2AF1	363	16	9	13	260	22	43	251	55.001	0	77	192
gene-POU2F1	POU2F1	658.017	1567.986	1828.964	574	1570.986	794	4028.239	2174.005	699.001	1	905.947	2533.896
gene-POU2F2	POU2F2	47	6	4	4	37	13	27	33	17	0	0	13
gene-POU2F3	POU2F3	457	4	3	0	260	9	23	615.745	11	0	36	129
gene-POU3F1	POU3F1	0	4	0	0	0	1	0	0	1	0	0	0
gene-POU3F2	POU3F2	0	0	0	0	1	0	0	0	3	0	0	0
gene-POU3F3	POU3F3	0	0	135	0	0	0	495	0	0	0	0	0
gene-POU3F4	POU3F4	0	0	46	0	0	0	72	0	0	0	0	0
gene-POU4F1	POU4F1	0	0	0	0	0	0	0	0	0	0	0	0
gene-POU4F2	POU4F2	0	0	1	3	5	0	0	0	0	0	0	0
gene-POU4F3	POU4F3	3	0	2	1	7	3	21	3	1	0	0	0
gene-POU5F1	POU5F1	9	0	0	2.189	39.97	0	2	0	0	0	0	0
gene-POU5F2	POU5F2	0	13	35	16	56	3	0	1	0	0	12	28
gene-POU6F1	POU6F1	144.05	3526.17	1732.594	209	171	4601.238	11946.296	779.999	699.01	0	118	377
gene-POU6F2	POU6F2	0	0	8	2	5	0	7	0	0	0	0	0
gene-PP2D1	PP2D1	691.836	441.764	658.913	276.617	552.878	181.135	388.929	381.336	87.471	0	351.347	821.489
gene-PPA1	PPA1	51502.352	5438.313	4223.766	6795.322	9108	5567.419	6564.25	35606.366	5840.066	0	9714.169	25596.597
gene-PPA2	PPA2	4798.112	2824.076	3034.496	1819	1059	2974.66	4698.869	4242.724	1460.697	0	1287.539	3466.973
gene-PPAN	PPAN	778.31	966	764.364	617	464	1150.449	2407.227	3101.83	988.003	0	509	1402
gene-PPARA	PPARA	56	8730	1046	647	2422.999	1611.001	2192.351	2447.195	2035.016	0	623.001	1615.263
gene-PPARD	PPARD	1381	12259.204	824	2382.007	1024	21311.18	7462.028	3075.032	14952.988	0	224	628
